,batting_team,bowling_team,current_score,wickets_left,crr,city,balls_left,last_five,target
34969,India,Sri Lanka,107,8,8.02,Pallekele,40,43.0,156
6325,Bangladesh,India,111,5,7.32,Colombo,29,42.0,167
36438,Australia,Sri Lanka,86,7,6.14,Sydney,36,33.0,138
13641,Pakistan,New Zealand,79,4,5.78,Auckland,38,38.0,154
46607,South Africa,Sri Lanka,109,1,5.89,Johannesburg,9,29.0,114
22464,India,New Zealand,116,3,7.33,Christchurch,25,29.0,163
22,Australia,Sri Lanka,26,10,6.78,Melbourne,97,26.0,169
32718,New Zealand,England,145,5,7.37,Pallekele,2,51.0,149
19182,Australia,South Africa,22,8,4.89,Johannesburg,93,22.0,167
31348,India,Afghanistan,138,6,7.39,Colombo,8,37.0,160
12583,Sri Lanka,Pakistan,45,8,8.18,Lahore,87,44.0,183
26073,Pakistan,Australia,0,10,0.0,St Lucia,118,0.0,192
33542,India,South Africa,94,6,7.14,Colombo,41,39.0,153
26601,New Zealand,Australia,68,8,8.33,Christchurch,71,32.0,215
25219,West Indies,India,12,10,5.14,Barbados,106,12.0,170
28926,West Indies,Pakistan,57,9,8.34,St Lucia,79,52.0,151
15507,West Indies,South Africa,169,8,11.02,Johannesburg,28,56.0,206
29902,South Africa,New Zealand,24,10,7.2,Wellington,100,24.0,148
18483,New Zealand,South Africa,99,3,5.88,Johannesburg,19,25.0,130
1587,Pakistan,West Indies,121,7,7.48,Dubai,23,39.0,161
46252,Sri Lanka,West Indies,106,8,8.71,Pallekele,47,37.0,216
23867,Pakistan,Bangladesh,38,10,8.77,St Lucia,94,38.0,173
38880,New Zealand,Sri Lanka,49,8,6.53,Pallekele,75,35.0,143
41228,India,Sri Lanka,31,9,5.17,Mirpur,84,27.0,131
879,India,England,15,10,5.0,Nagpur,102,15.0,145
39010,Afghanistan,Bangladesh,45,6,5.19,Mirpur,68,28.0,73
25726,India,Sri Lanka,31,9,6.41,St Lucia,91,31.0,164
17993,India,Pakistan,109,7,7.43,Johannesburg,32,44.0,158
13061,Australia,India,20,10,13.33,Sydney,111,20.0,195
1052,India,England,81,8,7.71,Bangalore,57,35.0,203
9795,Australia,South Africa,20,9,9.23,Johannesburg,107,20.0,197
22738,England,South Africa,188,4,9.64,Johannesburg,3,40.0,203
25028,New Zealand,Pakistan,74,6,6.17,Barbados,48,28.0,134
5034,India,South Africa,107,8,11.67,Johannesburg,65,56.0,204
8482,Pakistan,Australia,29,9,7.25,Dubai,96,29.0,148
41290,India,Sri Lanka,111,8,6.87,Mirpur,23,45.0,131
49434,England,West Indies,152,1,7.73,Kolkata,2,38.0,156
8664,Pakistan,Australia,97,8,7.37,Dubai,41,29.0,151
30322,India,England,74,4,6.08,Kolkata,47,32.0,121
9361,Sri Lanka,Australia,45,8,6.75,Melbourne,80,36.0,143
30585,West Indies,England,69,6,4.5,London,28,25.0,114
41915,South Africa,West Indies,139,6,8.02,Cape Town,16,44.0,166
24926,Sri Lanka,West Indies,146,9,8.94,Barbados,22,46.0,196
41317,South Africa,Pakistan,5,10,10.0,Johannesburg,117,5.0,154
20734,Sri Lanka,Pakistan,109,8,7.98,London,38,28.0,151
33377,Pakistan,Australia,32,8,5.19,Colombo,83,27.0,150
50350,Australia,Sri Lanka,195,8,12.06,Pallekele,23,73.0,264
21074,New Zealand,Pakistan,54,7,5.89,London,65,21.0,100
3629,Sri Lanka,India,90,7,9.15,Colombo,61,43.0,171
7033,South Africa,Sri Lanka,103,9,8.35,Centurion,46,56.0,181
30196,South Africa,New Zealand,100,7,8.82,Auckland,52,45.0,166
29572,Sri Lanka,Australia,86,7,8.9,Pallekele,62,50.0,158
32199,New Zealand,Sri Lanka,134,8,8.84,Pallekele,29,52.0,175
25487,Pakistan,South Africa,19,7,3.26,St Lucia,85,15.0,149
9348,Sri Lanka,Australia,33,9,7.33,Melbourne,93,33.0,143
23596,West Indies,Australia,120,3,6.37,Sydney,7,34.0,139
33564,India,South Africa,119,5,7.07,Colombo,19,42.0,153
49503,India,Bangladesh,62,7,5.72,Mirpur,55,31.0,167
1706,West Indies,Pakistan,76,5,4.9,Abu Dhabi,27,25.0,104
28702,India,England,95,9,8.77,Manchester,55,50.0,166
3486,Afghanistan,West Indies,50,8,7.69,St Kitts,81,36.0,147
25010,New Zealand,Pakistan,57,7,6.22,Barbados,65,22.0,134
30232,South Africa,New Zealand,140,3,8.08,Auckland,16,29.0,166
23292,New Zealand,Sri Lanka,60,8,6.21,Colombo,62,33.0,142
16973,Sri Lanka,Bangladesh,75,7,6.43,Johannesburg,50,30.0,148
679,South Africa,England,63,7,6.2,Southampton,59,26.0,143
31352,India,Afghanistan,143,6,7.4,Colombo,4,35.0,160
29711,Australia,India,88,8,7.33,Sydney,48,30.0,172
4005,Pakistan,New Zealand,18,10,9.82,Auckland,109,18.0,202
32366,South Africa,Pakistan,9,9,3.6,Colombo,105,9.0,134
10002,Australia,South Africa,134,8,9.69,Cape Town,37,33.0,194
49852,Sri Lanka,India,46,7,4.76,Mirpur,62,28.0,139
44602,South Africa,Australia,60,9,10.59,Cape Town,86,54.0,179
11921,Australia,England,100,5,6.74,Southampton,31,41.0,158
12351,Pakistan,England,66,8,8.08,Manchester,71,39.0,191
2818,Bangladesh,Sri Lanka,94,5,7.23,Colombo,42,25.0,156
33754,West Indies,Australia,57,8,7.77,Colombo,76,43.0,206
12984,Bangladesh,Pakistan,47,7,4.95,Lahore,63,24.0,137
25620,New Zealand,England,45,9,6.14,St Lucia,76,27.0,150
38188,Sri Lanka,Pakistan,95,6,6.06,Dubai,26,31.0,146
31563,England,Afghanistan,102,8,7.56,Colombo,39,35.0,197
27575,Australia,England,37,10,7.4,Adelaide,90,37.0,158
9737,South Africa,England,138,7,9.98,Centurion,37,48.0,223
30328,India,England,82,4,6.23,Kolkata,41,28.0,121
32962,South Africa,Australia,140,5,7.24,Colombo,4,49.0,147
19542,Australia,New Zealand,29,10,9.67,Sydney,102,29.0,151
11059,New Zealand,India,100,6,6.45,Auckland,27,26.0,133
16424,South Africa,England,23,9,8.12,Cape Town,103,23.0,155
35645,England,New Zealand,25,10,7.89,Auckland,101,25.0,215
17799,India,Australia,11,10,3.47,Durban,101,11.0,189
6162,Sri Lanka,Bangladesh,43,5,4.96,Colombo,68,20.0,160
41596,Sri Lanka,Bangladesh,56,9,10.18,Chittagong,87,49.0,169
1807,New Zealand,Australia,59,6,4.99,Sydney,49,25.0,118
37616,England,West Indies,62,7,6.0,Barbados,58,35.0,153
28452,New Zealand,Pakistan,77,9,7.97,Hamilton,62,35.0,186
25475,Pakistan,South Africa,16,8,4.17,St Lucia,97,16.0,149
35158,New Zealand,England,37,9,11.1,London,100,37.0,202
27899,New Zealand,Sri Lanka,107,4,5.89,Lauderhill,11,33.0,121
45017,Australia,India,111,7,8.76,Sydney,44,41.0,198
15889,India,Pakistan,123,3,7.17,Durban,17,41.0,142
22276,New Zealand,West Indies,51,10,9.27,Hamilton,87,50.0,192
42615,England,Australia,18,8,4.5,Cardiff,96,18.0,183
27911,New Zealand,Sri Lanka,120,3,5.95,Lauderhill,0,33.0,121
44251,Sri Lanka,Pakistan,61,7,7.04,Colombo,68,33.0,173
3488,Afghanistan,West Indies,50,8,7.32,St Kitts,79,36.0,147
46992,Pakistan,Bangladesh,7,10,7.0,Kolkata,114,7.0,202
36719,West Indies,Bangladesh,35,8,6.77,Mirpur,89,34.0,198
37115,South Africa,Sri Lanka,41,7,4.73,Colombo,68,29.0,116
14364,Sri Lanka,England,89,6,8.48,Southampton,57,33.0,164
35354,Australia,England,165,8,11.51,Southampton,34,57.0,249
42299,South Africa,West Indies,115,9,8.52,Durban,39,25.0,196
5434,Sri Lanka,India,86,4,6.53,Mumbai,41,31.0,136
1239,West Indies,India,0,10,0.0,Lauderhill,119,0.0,144
36016,Australia,Pakistan,23,8,5.52,Dubai,95,23.0,90
10728,New Zealand,England,115,6,9.32,Wellington,46,55.0,177
29528,Sri Lanka,Australia,18,10,7.71,Pallekele,106,18.0,158
31190,West Indies,Bangladesh,89,8,6.59,Mirpur,39,34.0,133
42358,New Zealand,Pakistan,15,7,5.0,Dubai,102,15.0,136
39561,West Indies,India,108,4,5.63,Mirpur,5,34.0,130
4104,Pakistan,New Zealand,170,8,9.81,Auckland,16,50.0,202
42070,Pakistan,Australia,7,10,4.2,Dubai,110,7.0,97
16608,Pakistan,Sri Lanka,100,7,8.0,Johannesburg,45,55.0,190
12953,Bangladesh,Pakistan,22,8,5.08,Lahore,94,22.0,137
17580,India,South Africa,46,7,5.75,Durban,72,23.0,154
18095,India,Australia,48,5,4.3,Melbourne,53,18.0,75
41315,South Africa,Pakistan,0,10,0.0,Johannesburg,119,0.0,154
17216,India,England,79,10,8.32,Durban,63,47.0,219
28393,New Zealand,Pakistan,0,9,0.0,Hamilton,116,0.0,186
40455,India,Australia,10,9,5.0,Mirpur,108,10.0,160
39252,Sri Lanka,South Africa,84,7,8.0,Chittagong,57,34.0,166
1589,Pakistan,West Indies,123,7,7.45,Dubai,21,39.0,161
39721,West Indies,Bangladesh,34,10,6.8,Mirpur,90,29.0,172
1341,West Indies,India,119,3,7.14,Lauderhill,20,27.0,144
7317,Australia,India,105,3,6.06,Melbourne,16,35.0,133
17905,India,Pakistan,9,10,13.5,Johannesburg,116,9.0,158
17028,New Zealand,South Africa,1,10,2.0,Durban,117,1.0,154
14499,West Indies,New Zealand,66,6,5.42,Auckland,47,39.0,127
50355,Australia,Sri Lanka,217,8,12.89,Pallekele,19,83.0,264
33870,West Indies,Sri Lanka,14,8,2.27,Colombo,83,14.0,138
1261,West Indies,India,38,9,9.91,Lauderhill,97,38.0,144
1306,West Indies,India,83,6,7.55,Lauderhill,54,29.0,144
8225,New Zealand,Sri Lanka,21,7,7.41,Auckland,103,21.0,180
10836,New Zealand,England,143,7,13.84,Auckland,58,59.0,147
27817,New Zealand,Sri Lanka,32,8,6.62,Lauderhill,91,32.0,121
21566,South Africa,India,65,8,6.5,Nottingham,60,21.0,131
22365,New Zealand,West Indies,189,2,9.61,Hamilton,2,38.0,192
6485,South Africa,Pakistan,37,9,7.93,Cape Town,92,37.0,193
23017,Bangladesh,West Indies,35,7,6.77,St Kitts,89,34.0,119
22632,England,South Africa,13,9,5.57,Johannesburg,106,13.0,203
42083,Pakistan,Australia,22,8,5.74,Dubai,97,22.0,97
7193,South Africa,Sri Lanka,173,8,9.61,Johannesburg,12,64.0,199
13415,New Zealand,West Indies,0,10,0.0,Mount Maunganui,118,0.0,239
30812,Pakistan,England,76,5,6.33,Dubai,48,19.0,145
12573,Sri Lanka,Pakistan,23,9,6.0,Lahore,97,23.0,183
18789,England,New Zealand,69,9,10.62,Christchurch,81,64.0,194
21748,Pakistan,South Africa,148,6,7.46,Nottingham,1,29.0,150
42459,New Zealand,Pakistan,130,4,6.78,Dubai,5,28.0,136
41026,Sri Lanka,West Indies,91,7,6.82,Mirpur,40,33.0,161
47324,South Africa,England,165,7,11.0,Mumbai,30,40.0,230
4348,England,India,133,4,7.9,Manchester,19,33.0,160
9483,Pakistan,Australia,44,8,6.29,Sydney,78,33.0,108
2705,Pakistan,West Indies,87,5,5.8,Trinidad,30,38.0,133
26663,New Zealand,Australia,189,4,10.31,Christchurch,10,72.0,215
21852,Sri Lanka,West Indies,126,7,7.41,London,18,49.0,159
34963,India,Sri Lanka,94,8,7.52,Pallekele,45,37.0,156
41497,Pakistan,South Africa,61,8,6.2,Cape Town,61,36.0,177
46527,South Africa,Sri Lanka,39,8,6.88,Johannesburg,86,35.0,114
6583,South Africa,Pakistan,0,10,0.0,Johannesburg,116,0.0,189
38317,Sri Lanka,Pakistan,153,8,9.77,Dubai,26,54.0,212
1684,West Indies,Pakistan,58,6,4.83,Abu Dhabi,48,30.0,104
14124,England,Australia,102,6,8.87,Southampton,51,50.0,180
43773,New Zealand,South Africa,99,9,8.25,Durban,48,36.0,152
32347,West Indies,England,169,5,8.74,Pallekele,4,50.0,180
3512,Afghanistan,West Indies,63,7,5.91,St Kitts,56,15.0,147
23597,West Indies,Australia,120,3,6.32,Sydney,6,34.0,139
41578,Sri Lanka,Bangladesh,20,9,8.0,Chittagong,105,20.0,169
40234,South Africa,England,60,10,8.57,Chittagong,78,42.0,197
16357,Bangladesh,Australia,79,8,6.32,Cape Town,45,36.0,124
50127,Sri Lanka,Pakistan,113,9,7.53,Mirpur,30,47.0,151
28362,Pakistan,New Zealand,98,3,6.32,Auckland,27,25.0,144
41363,South Africa,Pakistan,72,9,9.19,Johannesburg,73,42.0,154
12840,Bangladesh,Pakistan,37,10,5.84,Lahore,82,35.0,142
7777,Bangladesh,West Indies,105,6,8.87,Lauderhill,49,29.0,185
49480,India,Bangladesh,39,8,5.44,Mirpur,77,30.0,167
38673,Sri Lanka,England,107,6,7.73,London,37,32.0,184
21142,England,India,3,10,2.0,London,111,3.0,154
2319,England,New Zealand,117,8,9.62,Hamilton,47,58.0,195
2325,England,New Zealand,120,7,9.23,Hamilton,42,52.0,195
16385,Bangladesh,Australia,110,4,6.47,Cape Town,18,36.0,124
24092,Australia,Pakistan,5,10,5.0,St Lucia,114,5.0,192
9577,England,South Africa,76,8,9.91,Durban,74,59.0,205
18918,Australia,West Indies,65,9,9.07,Barbados,77,39.0,98
15112,South Africa,India,74,5,5.84,Johannesburg,44,33.0,127
26249,Australia,England,37,7,4.83,Barbados,74,27.0,148
3635,Sri Lanka,India,97,7,8.95,Colombo,55,37.0,171
9609,England,South Africa,107,7,8.34,Durban,43,29.0,205
16723,New Zealand,England,71,6,6.55,Durban,55,40.0,165
9196,Australia,Sri Lanka,0,10,0.0,Adelaide,119,0.0,234
23084,Bangladesh,West Indies,92,3,5.87,St Kitts,26,25.0,119
42627,England,Australia,27,8,4.5,Cardiff,84,20.0,183
31956,India,England,129,7,7.82,Colombo,21,44.0,171
7883,Pakistan,England,64,8,7.68,Cardiff,70,40.0,174
44405,Australia,South Africa,108,4,7.81,Durban,37,29.0,158
42133,Pakistan,Australia,52,4,4.52,Dubai,51,19.0,97
33683,Sri Lanka,Pakistan,108,8,6.68,Colombo,23,34.0,140
40760,Bangladesh,Australia,78,8,7.2,Mirpur,55,47.0,154
46633,South Africa,Sri Lanka,32,10,9.6,Cape Town,100,32.0,170
34014,West Indies,England,56,7,5.79,Nottingham,62,32.0,173
49204,India,West Indies,12,10,5.54,Mumbai,107,12.0,193
47328,South Africa,England,169,6,10.9,Mumbai,27,41.0,230
29432,Sri Lanka,Australia,51,8,7.12,Pallekele,77,38.0,199
11820,England,Australia,147,4,8.09,Southampton,11,41.0,163
49475,India,Bangladesh,33,8,5.21,Mirpur,82,29.0,167
33651,Sri Lanka,Pakistan,72,9,6.45,Colombo,53,37.0,140
37553,West Indies,England,170,7,8.5,Barbados,0,55.0,171
20363,South Africa,New Zealand,88,5,5.74,London,28,25.0,129
28434,New Zealand,Pakistan,54,9,8.1,Hamilton,80,48.0,186
45330,Sri Lanka,England,17,10,6.0,Southampton,103,17.0,141
19348,South Africa,Australia,78,7,6.88,Centurion,52,41.0,157
42007,South Africa,West Indies,134,7,11.17,Johannesburg,48,56.0,232
5069,India,South Africa,156,6,10.4,Johannesburg,30,46.0,204
37682,England,West Indies,9,10,6.75,Barbados,112,9.0,166
23538,West Indies,Australia,55,6,5.89,Sydney,64,26.0,139
34340,West Indies,Australia,75,6,5.84,St Lucia,43,23.0,151
20534,England,South Africa,14,8,4.94,Nottingham,103,14.0,112
40440,Pakistan,Bangladesh,188,6,9.64,Mirpur,3,59.0,191
25667,New Zealand,England,113,7,7.45,St Lucia,29,49.0,150
46054,New Zealand,Pakistan,4,10,24.0,Wellington,119,4.0,197
20882,India,West Indies,130,6,7.36,London,14,58.0,154
11771,England,Australia,75,7,7.5,Southampton,60,27.0,163
2,Australia,Sri Lanka,1,10,2.0,Melbourne,117,1.0,169
33518,India,South Africa,65,7,6.96,Colombo,64,35.0,153
12730,Sri Lanka,Pakistan,61,6,6.78,Lahore,66,33.0,148
5615,Bangladesh,India,11,10,5.08,Colombo,107,11.0,140
26506,New Zealand,Australia,65,6,5.13,Wellington,44,29.0,119
15355,West Indies,England,92,8,8.12,London,52,41.0,170
24841,Sri Lanka,West Indies,8,9,2.82,Barbados,103,8.0,196
21911,Sri Lanka,Pakistan,38,6,5.7,London,80,36.0,139
22959,Australia,Pakistan,96,2,6.26,Dubai,28,23.0,109
6801,Pakistan,South Africa,123,5,8.11,Centurion,29,34.0,169
24017,India,South Africa,56,8,6.34,St Lucia,67,35.0,187
16836,Australia,Pakistan,80,7,8.89,Johannesburg,66,46.0,165
4944,Pakistan,Sri Lanka,108,8,7.12,Lahore,29,31.0,181
17402,Sri Lanka,Australia,101,0,5.18,Cape Town,3,26.0,102
34592,South Africa,India,130,9,9.4,Johannesburg,37,52.0,220
11936,Australia,England,124,5,7.15,Southampton,16,38.0,158
20009,India,Bangladesh,159,6,8.59,Nottingham,9,49.0,181
30309,India,England,65,7,6.5,Kolkata,60,39.0,121
25302,West Indies,India,125,8,7.89,Barbados,25,53.0,170
31719,West Indies,Australia,171,5,9.33,Colombo,10,57.0,192
47405,Pakistan,India,39,9,4.88,Kolkata,72,26.0,119
1299,West Indies,India,76,7,7.6,Lauderhill,60,26.0,144
22514,Sri Lanka,India,37,10,9.65,Colombo,97,37.0,172
35885,New Zealand,England,11,10,4.4,Wellington,105,11.0,140
4775,Sri Lanka,Pakistan,47,9,6.13,Abu Dhabi,74,33.0,125
4320,England,India,101,8,8.19,Manchester,46,40.0,160
12987,Bangladesh,Pakistan,57,7,5.7,Lahore,60,30.0,137
8907,New Zealand,Pakistan,84,6,6.55,Dubai,43,22.0,154
35922,New Zealand,England,57,9,6.58,Wellington,68,40.0,140
40822,West Indies,Pakistan,0,10,0.0,Mirpur,119,0.0,167
12926,Bangladesh,Pakistan,141,5,7.05,Lahore,0,40.0,142
6110,Sri Lanka,Bangladesh,1,10,1.5,Colombo,116,1.0,160
49555,India,Bangladesh,158,5,8.17,Mirpur,4,62.0,167
14354,Sri Lanka,England,82,8,9.28,Southampton,67,49.0,164
29943,South Africa,New Zealand,59,6,5.8,Wellington,59,23.0,148
8493,Pakistan,Australia,45,9,7.71,Dubai,85,41.0,148
14729,Australia,England,106,8,11.36,Sydney,64,70.0,222
3499,Afghanistan,West Indies,57,7,6.71,St Kitts,69,21.0,147
8130,New Zealand,India,80,9,10.43,Hamilton,74,59.0,213
12331,Pakistan,England,33,8,6.83,Manchester,91,33.0,191
6825,Pakistan,South Africa,147,1,7.81,Centurion,7,35.0,169
8131,New Zealand,India,82,9,10.47,Hamilton,73,61.0,213
24638,South Africa,New Zealand,61,8,6.65,Barbados,65,28.0,171
46694,South Africa,Sri Lanka,107,8,8.02,Cape Town,40,44.0,170
20866,India,West Indies,97,6,6.47,London,30,41.0,154
45487,England,Pakistan,64,9,7.68,Manchester,70,40.0,136
43001,South Africa,Australia,40,8,6.49,Melbourne,83,31.0,102
27697,Australia,England,47,9,9.4,Melbourne,90,47.0,148
38367,New Zealand,West Indies,38,9,9.91,Auckland,97,38.0,190
39787,West Indies,Bangladesh,122,8,7.71,Mirpur,25,36.0,172
782,England,South Africa,54,9,7.53,Cardiff,77,40.0,182
1348,West Indies,India,133,2,7.6,Lauderhill,15,35.0,144
36095,Australia,Pakistan,81,4,4.76,Dubai,18,25.0,90
35891,New Zealand,England,17,9,4.86,Wellington,99,17.0,140
17109,New Zealand,South Africa,96,6,7.11,Durban,39,28.0,154
30455,West Indies,England,98,7,7.08,London,37,36.0,126
4855,Pakistan,Sri Lanka,7,10,10.5,Lahore,116,7.0,181
49164,New Zealand,England,124,7,8.0,Delhi,27,32.0,154
14301,Sri Lanka,England,5,10,6.0,Southampton,115,5.0,164
27821,New Zealand,Sri Lanka,32,8,5.82,Lauderhill,87,31.0,121
45155,England,Pakistan,100,6,6.74,Dubai,31,34.0,161
5396,Sri Lanka,India,45,7,6.28,Mumbai,77,35.0,136
28151,India,South Africa,11,10,9.43,Durban,113,11.0,169
50434,Sri Lanka,Australia,63,6,6.41,Colombo,61,24.0,129
41261,India,Sri Lanka,68,8,5.91,Mirpur,51,35.0,131
50165,Bangladesh,India,9,10,7.71,Mirpur,113,9.0,121
45604,New Zealand,Sri Lanka,70,10,9.33,Mount Maunganui,75,35.0,183
24768,Australia,India,104,9,9.6,Barbados,55,52.0,185
32291,West Indies,England,95,10,9.34,Pallekele,59,55.0,180
36279,Australia,Pakistan,58,10,7.73,Dubai,75,43.0,169
27103,Sri Lanka,India,79,9,8.46,Nagpur,64,53.0,216
14824,New Zealand,Sri Lanka,60,10,11.61,Wellington,89,56.0,163
37312,Australia,England,2,10,3.0,Sydney,116,2.0,196
16308,Bangladesh,Australia,25,10,4.84,Cape Town,89,25.0,124
9469,Pakistan,Australia,32,8,6.86,Sydney,92,32.0,108
1784,New Zealand,Australia,40,6,4.9,Sydney,71,24.0,118
6586,South Africa,Pakistan,3,10,2.57,Johannesburg,113,3.0,189
50318,Australia,Sri Lanka,120,9,11.08,Pallekele,55,49.0,264
50241,Bangladesh,India,104,5,7.7,Mirpur,39,42.0,121
11416,India,New Zealand,104,8,8.0,Mount Maunganui,42,42.0,164
42525,England,New Zealand,85,7,8.5,Manchester,60,39.0,192
45297,England,Pakistan,150,5,8.49,Dubai,14,44.0,173
34192,Pakistan,Bangladesh,61,8,6.78,Mirpur,66,23.0,136
25827,West Indies,Australia,5,9,10.0,St Lucia,117,5.0,106
6857,Sri Lanka,South Africa,29,8,7.25,Cape Town,96,29.0,135
38927,New Zealand,Sri Lanka,95,5,6.2,Pallekele,28,33.0,143
21838,Sri Lanka,West Indies,96,7,6.55,London,32,24.0,159
37606,England,West Indies,46,7,5.21,Barbados,67,25.0,153
16764,New Zealand,England,145,3,8.29,Durban,15,55.0,165
17984,India,Pakistan,102,8,7.75,Johannesburg,41,50.0,158
44626,South Africa,Australia,84,8,8.84,Cape Town,63,27.0,179
10276,India,Bangladesh,125,4,6.7,Delhi,8,40.0,149
45562,New Zealand,Sri Lanka,4,10,8.0,Mount Maunganui,117,4.0,183
42420,New Zealand,Pakistan,92,6,7.17,Dubai,43,45.0,136
40681,Sri Lanka,New Zealand,100,3,5.71,Chittagong,15,25.0,120
39773,West Indies,Bangladesh,109,8,8.07,Mirpur,39,53.0,172
7001,South Africa,Sri Lanka,45,9,6.43,Centurion,78,32.0,181
12219,Pakistan,England,57,10,8.34,Manchester,79,42.0,196
5958,Sri Lanka,India,123,4,8.11,Colombo,29,27.0,153
2428,New Zealand,Australia,91,6,9.41,Auckland,62,42.0,151
39785,West Indies,Bangladesh,118,8,7.61,Mirpur,27,34.0,172
30725,Sri Lanka,Pakistan,132,6,7.62,Abu Dhabi,16,30.0,142
15243,West Indies,England,135,6,9.53,London,35,47.0,209
8498,Pakistan,Australia,50,9,7.89,Dubai,82,37.0,148
15823,India,Pakistan,35,7,5.38,Durban,81,26.0,142
2479,New Zealand,Australia,135,2,7.43,Auckland,11,30.0,151
22151,New Zealand,West Indies,38,8,7.12,Auckland,88,32.0,156
35479,New Zealand,South Africa,66,2,4.45,Durban,31,16.0,87
7982,New Zealand,India,35,9,8.08,Auckland,94,35.0,159
19026,Australia,England,82,7,6.15,Manchester,40,28.0,146
32637,New Zealand,England,42,8,6.3,Pallekele,80,34.0,149
38169,Sri Lanka,Pakistan,80,7,6.4,Dubai,45,33.0,146
48744,Australia,India,72,9,9.19,Chandigarh,73,40.0,161
47085,Pakistan,Bangladesh,158,8,9.77,Kolkata,23,55.0,202
43828,New Zealand,South Africa,7,10,7.0,Centurion,114,7.0,178
34901,India,Sri Lanka,11,9,5.08,Pallekele,107,11.0,156
18897,Australia,West Indies,38,10,9.5,Barbados,96,38.0,98
20819,India,West Indies,46,7,6.27,London,76,26.0,154
4814,Sri Lanka,Pakistan,93,9,6.64,Abu Dhabi,36,36.0,125
19727,England,West Indies,95,5,7.4,Trinidad,43,33.0,122
45223,England,Pakistan,45,9,7.5,Dubai,84,41.0,173
6005,India,Bangladesh,19,10,5.7,Colombo,100,19.0,177
26852,Pakistan,New Zealand,65,8,7.22,Dubai,66,39.0,162
32759,West Indies,Sri Lanka,26,8,4.0,Pallekele,81,22.0,130
30763,Pakistan,England,38,9,9.91,Dubai,97,38.0,145
14025,South Africa,England,129,7,7.98,Cape Town,23,57.0,192
13237,Australia,India,81,8,8.24,Sydney,61,39.0,187
28416,New Zealand,Pakistan,34,9,8.16,Hamilton,95,34.0,186
10212,India,Bangladesh,52,8,6.37,Delhi,71,33.0,149
41951,South Africa,West Indies,28,8,8.4,Johannesburg,100,28.0,232
31871,India,England,24,10,8.47,Colombo,103,24.0,171
47284,South Africa,England,102,9,12.24,Mumbai,70,61.0,230
29900,South Africa,New Zealand,18,10,6.0,Wellington,102,18.0,148
33840,West Indies,Sri Lanka,0,9,0.0,Colombo,112,0.0,138
39823,Sri Lanka,England,4,9,2.4,Chittagong,110,4.0,190
16538,Pakistan,Sri Lanka,7,10,6.0,Johannesburg,113,7.0,190
40521,India,Australia,75,6,5.92,Mirpur,44,24.0,160
14779,Australia,England,187,5,10.58,Sydney,14,39.0,222
10074,South Africa,India,34,9,6.58,Chandigarh,89,34.0,150
16033,Bangladesh,South Africa,4,10,8.0,Cape Town,117,4.0,145
4973,Pakistan,Sri Lanka,173,7,8.72,Lahore,1,65.0,181
48907,Afghanistan,West Indies,66,5,4.71,Nagpur,36,22.0,124
